"price","sqft","bedrooms","baths","age","pool","style","fireplace","waterfront","dom"
154650,2459,3,2,1,0,1,0,0,271
110000,2005,3,2,25,0,1,0,0,71
121300,1977,3,2,1,0,1,0,0,133
85000,1400,3,2,35,0,1,0,0,26
149900,2486,3,2,18,0,1,0,0,7
98900,1228,2,2,25,0,1,1,0,135
109900,1858,3,2,25,0,1,1,0,349
109500,1989,3,2,18,0,1,1,0,83
129400,2182,3,2,1,0,1,0,0,209
124000,1372,3,2,8,0,1,1,0,7
184000,3594,4,2,18,0,1,1,0,68
142000,2280,4,2,1,0,1,1,0,420
40101,850,2,1,63,0,1,0,0,4
344900,3972,4,2,5,0,1,1,0,128
170000,3323,4,2,18,1,1,1,0,4
155000,1757,3,2,8,1,1,1,0,219
154600,2932,4,2,1,0,1,0,0,0
95000,1745,2,1,45,0,1,0,0,41
120000,1644,3,2,35,0,1,0,0,24
193500,3438,4,2,13,0,1,1,0,318
135500,2122,3,2,1,0,1,0,0,390
127800,2131,3,2,5,0,1,1,0,11
146000,1810,3,2,35,0,1,1,0,255
207255,2135,3,2,1,0,1,0,0,36
118500,2550,4,2,35,0,1,0,0,124
106500,2019,4,1,25,0,1,0,0,21
171000,1588,3,2,5,0,1,0,0,51
68000,1590,2,1,35,0,1,0,0,65
132000,1873,3,2,1,0,1,1,0,163
148000,3027,3,2,45,0,1,1,0,79
93000,1963,3,1,45,0,1,0,0,40
92000,1001,2,2,25,0,1,0,0,96
134600,2418,4,2,1,0,1,0,0,0
134600,2418,4,2,1,0,1,0,0,0
85000,1562,3,2,25,0,1,0,0,7
60000,1336,3,1,35,0,1,0,0,42
87000,1377,3,2,63,0,1,0,0,15
41500,1015,3,1,45,0,1,0,0,11
178000,2432,4,2,25,0,1,1,0,45
139900,3266,3,2,25,0,1,1,0,8
142900,2936,4,2,35,0,1,1,0,16
149000,2876,3,2,45,0,1,1,0,2
168000,2760,4,2,8,1,1,1,0,1
128900,2770,4,2,45,0,1,0,0,26
154650,2211,3,2,1,0,1,1,0,1
109300,1886,3,2,1,0,1,0,0,143
125000,2127,3,2,2,0,1,0,0,59
129900,2348,3,2,1,0,1,0,0,3
126600,2348,3,2,1,0,1,0,0,0
114000,3299,3,2,25,0,1,1,0,13
120000,3329,3,2,35,0,1,0,0,9
209100,3456,4,3,1,0,1,0,0,173
93900,1500,3,2,25,0,1,0,0,27
226900,2879,3,2,1,0,1,1,0,88
113100,1933,3,2,1,0,1,0,0,119
125000,1882,3,2,5,0,1,1,0,77
134300,2418,4,2,1,0,1,0,0,144
126500,1954,4,2,1,0,1,0,1,139
114900,1805,3,2,2,0,1,0,0,57
168500,2201,3,2,8,0,1,1,0,30
45900,1801,3,1,35,0,1,0,0,72
71000,1949,4,2,45,0,1,1,0,95
110800,1937,3,2,1,0,1,0,0,184
82000,1396,3,2,35,0,1,0,0,27
125000,1520,2,2,18,0,1,0,0,33
111800,1937,3,2,1,0,1,0,0,30
196900,2779,4,2,1,0,1,0,0,427
103500,2565,3,2,18,0,1,0,0,134
139900,2800,3,2,25,1,1,1,0,6
160500,3040,4,2,1,0,1,0,0,142
133800,2418,4,2,1,0,1,0,0,0
124175,1864,3,2,1,0,1,1,0,57
137000,2681,3,2,35,0,1,1,0,100
133800,2418,4,2,1,0,1,0,0,2
210000,4046,3,3,35,0,1,0,0,185
36000,900,3,1,35,0,1,0,0,40
103000,2447,3,2,35,0,1,1,0,92
240000,2848,4,3,13,1,1,1,1,133
168000,2325,3,2,5,1,1,1,0,24
98847,1228,2,2,25,0,1,1,0,168
144000,2669,4,2,35,0,1,1,0,71
197500,3128,3,2,63,0,1,1,0,37
200000,3088,4,2,25,0,1,1,0,37
154000,2235,4,2,5,0,1,1,0,18
115495,2707,3,2,25,0,1,0,0,21
138800,2536,4,2,1,0,1,0,0,32
330000,4249,5,3,8,1,1,1,0,41
176900,2374,3,2,1,0,1,1,0,203
51500,1700,3,2,35,0,1,0,0,13
180221,2816,4,3,1,0,1,0,0,0
130500,2910,3,2,45,0,1,0,0,45
80000,1183,3,2,18,0,1,0,0,11
129800,2348,3,2,1,0,1,0,0,0
135900,1425,3,2,18,0,1,1,0,0
111900,1933,3,2,1,0,1,0,0,191
134900,2418,4,2,1,0,1,0,0,0
91500,1519,3,1,35,0,1,1,0,20
90900,1337,3,1,25,0,1,1,0,121
121900,2200,3,2,25,0,1,1,0,26
75000,2294,3,3,35,0,1,0,0,19
195500,2923,4,2,13,0,1,1,0,12
63000,1386,3,1,25,0,1,0,0,70
111900,1933,3,2,1,0,1,0,0,0
180000,3993,4,2,25,0,1,1,0,114
155615,2842,4,2,1,0,1,0,0,80
89000,1588,3,2,25,0,1,0,0,101
152400,2842,4,2,1,0,1,0,0,97
302000,4255,4,3,5,1,1,1,0,49
229900,3060,4,3,2,0,1,1,0,199
165800,2980,4,2,1,0,1,0,0,126
287500,2087,3,2,63,0,1,1,0,4
175000,3234,4,2,25,1,1,1,0,15
103000,3153,3,2,35,0,1,1,0,46
112000,1964,3,2,25,0,1,1,0,96
100300,1745,3,1,35,0,1,0,0,11
149900,2842,4,2,1,0,1,0,0,297
129800,2348,3,2,1,0,1,0,0,0
153000,1668,3,2,8,0,1,1,0,74
150000,3425,4,2,35,0,1,1,1,7
108000,2461,3,3,25,1,1,0,0,51
146000,2536,4,2,1,0,1,0,0,111
170000,2477,3,2,8,0,1,1,0,1
60000,1383,3,2,25,0,1,1,0,14
419900,5736,4,3,25,1,1,1,1,133
122000,1889,3,2,25,0,1,1,0,42
142000,2532,4,2,2,0,1,1,1,227
255000,3251,4,3,5,0,1,1,0,125
103900,1716,3,2,5,0,1,0,0,8
184700,3279,4,2,25,1,1,1,0,40
110050,2084,3,2,2,0,1,1,0,12
252900,2977,3,2,1,0,1,1,0,276
80000,2176,4,2,63,0,1,0,0,19
185000,2495,3,2,18,0,1,1,0,68
100000,1556,3,1,1,0,1,0,0,36
124900,1840,3,2,1,0,1,1,0,7
95000,2332,3,2,8,0,1,0,0,37
128000,2083,4,2,8,1,1,0,0,34
675000,5858,4,3,8,0,1,1,1,157
167500,2560,3,2,2,0,1,1,0,149
425000,6194,6,5,8,0,1,1,1,14
152500,1765,3,2,25,0,1,0,0,15
123800,2105,3,2,1,0,1,0,0,212
142500,2247,3,2,8,0,1,1,0,49
154000,3179,4,3,25,0,1,0,0,123
161500,2302,3,2,8,0,1,1,0,28
100900,1514,3,2,8,0,1,0,0,11
59895,1865,3,2,25,0,1,0,0,65
158000,3593,4,2,25,1,1,1,0,516
285500,3670,4,3,13,1,1,1,0,13
214000,3122,4,2,13,0,1,1,0,34
103500,1452,3,2,18,0,1,0,0,14
128000,2134,3,2,1,0,1,1,0,73
186000,2940,3,2,35,0,1,1,0,36
118000,1933,3,2,2,0,1,0,0,15
196900,2642,4,2,8,0,1,1,0,80
45000,1300,3,1,35,0,1,1,0,177
133400,2418,4,2,1,0,1,0,0,0
112400,2388,3,2,45,0,1,0,0,58
98500,1152,3,2,5,0,1,0,0,11
268900,3557,4,3,1,0,1,1,0,76
136900,2418,4,2,1,0,1,0,0,36
120500,2055,3,2,25,0,1,0,0,38
63000,1800,3,2,63,0,1,0,0,38
224900,3555,3,2,25,0,1,1,0,16
82300,1231,3,1,35,0,1,0,0,44
422900,4601,5,3,8,1,1,1,0,29
150000,2800,4,2,25,0,1,1,0,13
102500,1800,3,2,25,0,1,0,0,35
169900,2595,3,2,8,0,1,1,1,4
97500,1790,3,2,25,0,1,1,0,11
116000,2453,3,2,25,0,1,1,0,52
80000,2120,3,2,45,0,1,0,0,10
172000,2268,3,2,8,0,1,0,0,11
138000,2481,3,2,35,0,1,0,0,55
168075,2624,4,2,1,0,1,1,0,66
60000,876,3,1,45,0,1,0,0,46
137900,3150,4,2,25,0,1,1,0,33
97500,1584,3,2,25,0,1,1,0,34
138500,1541,3,2,13,0,1,0,0,9
199000,2027,4,2,8,0,1,1,0,14
163000,2207,3,2,8,0,1,1,0,76
242900,2866,4,3,1,0,1,1,0,301
63000,2292,3,2,45,0,1,0,0,240
148500,2135,3,2,25,0,1,1,0,48
219900,3333,4,3,25,0,1,1,0,144
336000,4133,4,3,13,0,1,1,1,57
144000,2389,3,2,13,0,1,1,0,35
315000,2802,4,4,35,0,1,1,0,41
120000,2222,4,2,35,0,1,0,0,150
109200,2100,3,2,25,0,1,0,0,17
89900,1393,3,1,45,0,1,0,0,43
84500,1162,3,1,25,0,1,0,0,43
134000,2692,3,2,35,1,1,0,0,57
197000,3123,4,2,35,0,1,1,0,78
148900,2171,4,2,35,0,1,1,0,49
64000,1811,3,2,8,0,1,0,0,15
123000,2590,3,2,45,0,1,0,0,21
115000,2007,3,2,8,0,1,1,0,6
61500,1763,3,1,35,0,1,0,1,95
136900,2240,4,2,5,0,1,1,0,91
95700,1485,3,2,25,0,1,1,0,89
126900,2623,3,2,25,0,1,0,0,22
176700,3031,5,3,45,0,1,0,0,101
129000,2379,3,2,1,0,1,0,0,233
109500,1970,3,2,5,0,1,0,0,11
99000,1808,3,2,18,0,1,0,0,7
67500,2419,3,2,25,0,1,0,0,0
57500,1847,3,2,35,0,1,0,0,11
143000,2331,2,2,25,0,1,1,0,86
85000,1300,3,1,25,0,1,0,0,199
119000,1350,3,2,8,0,1,1,0,47
196900,2779,4,2,1,0,1,0,0,71
226000,3368,4,2,1,0,1,1,0,135
94900,2466,3,2,35,0,1,0,0,21
101313,1228,2,2,25,0,1,1,0,132
165900,2174,3,2,1,0,1,1,0,154
174000,2768,4,2,2,0,1,1,0,16
64900,971,2,1,45,0,1,0,0,176
172500,3310,3,2,45,0,1,1,0,155
107900,1707,3,2,2,0,1,1,0,6
137500,1965,3,2,25,0,1,1,0,11
86000,2037,3,2,35,0,1,0,0,26
118000,2978,4,2,25,0,1,1,0,55
45000,1130,3,1,35,0,1,1,0,74
79900,1009,3,1,35,1,1,0,0,10
122700,2087,3,2,1,0,1,0,0,1
126000,2301,3,2,25,0,1,1,0,15
129000,2701,3,2,35,0,1,0,0,6
66500,741,1,1,18,1,1,1,0,6
81900,1404,3,2,45,0,1,0,0,32
31000,1590,3,1,45,0,1,1,0,171
600000,6119,4,4,63,0,1,1,0,256
89000,1358,3,2,18,0,1,0,0,39
80000,1486,3,1,35,0,1,1,0,163
158900,2523,4,2,1,0,1,0,0,11
237000,4244,4,3,25,1,1,0,0,29
89100,1917,3,2,18,0,1,1,0,52
103000,2827,3,2,35,0,1,0,0,67
263000,3682,3,2,13,0,1,1,0,8
125000,2367,3,2,25,0,1,1,0,85
122000,2044,3,2,2,0,1,1,0,147
115900,1700,3,2,2,0,1,1,1,4
144500,2026,3,2,5,0,1,0,0,0
190000,2628,3,3,45,0,1,1,0,7
119637,2830,4,2,35,0,1,0,0,36
127000,1862,3,2,8,0,1,1,1,29
134000,2246,3,2,5,0,1,1,0,97
119000,2113,3,2,25,1,1,1,0,16
131900,2226,3,2,8,0,1,1,0,151
135000,2573,4,2,35,0,1,0,0,45
136400,2534,3,2,25,0,1,1,0,130
114000,1937,3,2,2,0,1,0,0,88
114500,1933,3,2,1,0,1,0,0,21
162000,3280,4,2,25,0,1,1,0,46
142900,1668,3,2,18,0,1,1,0,6
126000,1931,4,2,25,0,1,0,0,33
318600,3600,4,3,1,0,1,1,1,118
72500,1500,4,1,45,0,1,0,0,30
157900,2462,3,2,1,0,1,1,0,221
121500,1897,3,2,13,0,1,1,0,140
102500,2196,3,2,25,0,1,0,0,8
214000,3041,3,2,2,0,1,1,0,70
137500,1937,3,2,2,0,1,1,0,25
183500,3810,4,3,35,0,1,0,0,3
187400,2226,4,2,2,0,1,1,0,67
230000,5216,4,3,25,1,1,1,1,365
146400,2444,3,2,8,0,1,1,0,42
92000,1346,3,2,18,0,1,0,0,31
162900,2010,3,2,1,0,1,0,0,2
219000,2918,3,3,63,0,1,1,0,263
143000,2452,3,2,18,0,1,1,0,7
106000,1510,3,2,18,0,1,1,0,21
325000,3812,4,3,13,0,1,1,0,3
132000,2156,3,2,25,0,1,1,0,19
78000,1916,3,2,25,0,1,0,0,121
143000,1613,3,2,8,0,1,1,0,31
114000,1896,3,2,1,0,1,1,0,99
157500,2458,3,2,1,0,1,0,0,290
23000,933,2,1,45,0,1,0,0,3
206500,2132,3,2,13,0,1,1,0,60
54000,1165,2,1,35,0,1,0,0,190
130000,2353,3,2,13,0,1,1,0,77
119900,2490,3,2,35,0,1,0,0,135
125000,2071,3,2,13,0,1,1,0,16
135000,2876,3,2,25,0,1,1,0,44
135700,2418,4,2,1,0,1,0,0,47
118000,2798,3,2,25,0,1,1,0,188
186900,2678,3,2,8,0,1,1,0,44
85000,1421,3,1,25,0,1,0,0,42
157900,2827,3,2,1,0,1,0,0,122
163500,2517,4,2,8,0,1,1,0,15
227500,3094,4,2,8,0,1,1,0,1
119500,2482,3,2,25,0,1,1,0,124
133000,2418,4,2,1,0,1,0,0,0
66000,1236,3,1,35,0,1,0,0,43
360000,6213,4,5,25,1,1,1,0,418
141000,2703,3,2,25,0,1,1,0,39
100000,1453,3,2,18,0,1,0,0,8
116000,2303,3,2,25,0,1,1,0,44
113500,1960,3,2,1,0,1,0,0,103
117000,2320,3,2,25,0,1,0,0,84
142900,1992,3,2,8,0,1,1,0,70
130900,2062,3,2,5,1,1,1,1,18
79900,1511,3,1,25,0,1,0,0,6
287500,4033,3,4,25,1,1,1,0,22
94900,1485,4,2,1,0,1,0,0,26
66000,741,1,1,18,1,1,0,0,23
112900,1215,3,2,8,0,1,1,0,86
207000,2870,3,2,13,0,1,1,0,32
111500,2212,3,2,18,0,1,1,0,47
136000,2210,4,3,25,0,1,0,0,196
104000,2095,3,2,25,0,1,1,0,3
111900,1615,3,2,8,0,1,0,0,192
124900,2917,3,2,25,0,1,1,0,5
171500,2216,3,2,5,0,1,1,0,11
392250,3535,4,3,2,0,1,1,0,147
122000,1308,3,2,8,0,1,1,0,7
98350,1228,2,2,25,0,1,1,0,137
138900,2536,4,2,1,0,1,0,0,242
119900,2282,3,2,25,0,1,1,0,25
147000,2280,4,2,1,0,1,1,0,406
144500,1548,3,2,8,0,1,1,0,18
177000,2353,4,2,18,1,1,1,0,49
79900,2610,3,1,45,0,1,0,0,77
95000,1741,3,2,2,0,1,0,0,175
93000,2332,2,2,25,0,1,0,0,66
136000,2024,3,2,5,0,1,1,1,10
120000,1438,2,1,45,0,1,0,0,30
116500,2518,4,2,25,0,1,1,0,8
122100,2087,3,2,1,0,1,0,0,0
98300,1887,3,2,45,0,1,0,0,35
188900,2813,3,2,13,0,1,1,0,10
146000,2128,3,2,8,0,1,1,0,32
149000,2135,3,2,5,0,1,1,0,37
35000,1714,3,1,35,0,1,1,0,33
92000,1401,3,1,35,0,1,0,0,4
118830,2130,3,2,35,0,1,0,0,12
163000,2605,4,2,25,0,1,0,0,7
153900,2522,3,2,1,0,1,1,0,133
246000,3370,4,3,2,0,1,1,0,117
42000,1370,3,1,35,0,1,0,0,49
76000,1286,3,1,35,0,1,0,0,25
159850,2376,4,2,1,0,1,1,1,241
143000,2136,3,2,8,0,1,1,0,103
134900,2418,4,2,1,0,1,0,0,14
50000,2191,3,1,45,0,1,0,0,32
115000,2447,3,2,35,1,1,0,0,7
206000,2342,3,2,2,0,1,1,0,27
154600,2932,4,2,1,0,1,0,0,221
70300,1380,3,2,8,0,1,0,0,10
126600,2348,3,2,1,0,1,0,0,0
113700,2016,3,2,5,0,1,0,0,5
150900,2458,3,2,1,0,1,0,0,239
105000,1927,3,2,25,0,1,0,0,93
133000,2496,3,2,25,0,1,1,0,9
129900,2072,3,2,2,0,1,1,0,20
177500,2636,3,2,8,0,1,1,0,8
175000,2469,3,2,8,0,1,1,0,19
153000,2789,4,2,63,0,1,0,0,261
146715,2467,3,2,1,0,1,0,0,0
120000,1864,3,2,1,0,1,1,0,84
125000,2430,3,2,25,0,1,0,0,19
159900,3657,4,2,35,1,1,1,0,116
219000,2200,3,2,2,0,1,1,0,122
132500,1296,3,2,18,0,1,0,0,1
106000,1843,3,2,8,0,1,1,0,5
102800,1670,3,2,1,0,1,0,0,0
113000,1696,3,2,2,0,1,1,0,20
62500,1763,3,1,45,0,1,0,0,17
227500,3262,4,2,8,0,1,1,0,53
75000,1617,3,2,5,0,1,0,0,40
65500,1277,3,2,5,0,1,0,0,21
132600,2348,3,2,1,0,1,0,0,75
151900,3624,3,2,25,0,1,1,0,322
188000,3125,3,2,8,0,1,1,0,10
72500,1411,3,1,25,0,1,1,0,13
149900,2228,3,2,1,0,1,1,0,77
87500,1463,4,2,25,0,1,1,0,25
22000,1414,3,1,35,0,1,0,0,279
280000,3983,4,3,5,0,1,1,1,89
125000,1879,3,2,13,0,1,1,0,72
131800,2379,3,2,1,0,1,0,0,51
131000,2170,3,2,13,0,1,0,0,21
103100,1772,3,2,1,0,1,0,0,0
93000,1602,4,2,45,0,1,0,0,248
149500,2712,3,2,25,0,1,1,0,22
72000,1394,3,1,18,0,1,0,0,21
126900,1886,4,2,1,0,1,1,0,44
118750,2215,3,2,13,0,1,1,0,10
80001,2291,3,2,25,0,1,1,0,7
178950,2350,4,2,2,0,1,1,0,16
286000,3010,4,2,1,0,1,1,0,51
139300,2536,4,2,1,0,1,0,0,0
147000,2126,3,2,45,0,1,1,0,66
130000,1980,3,2,2,0,1,0,0,460
182500,3171,4,2,18,0,1,1,0,216
135000,2135,3,2,25,0,1,1,0,46
128000,1304,3,2,45,0,1,0,0,22
161900,2415,3,2,5,0,1,1,0,30
138900,2083,3,2,8,0,1,1,0,61
90000,1628,2,1,25,0,2,0,0,149
95900,1088,2,1,18,0,2,0,0,22
150000,1900,3,2,25,1,2,1,0,31
95900,1088,2,1,18,0,2,0,0,6
95900,1088,2,1,18,0,2,0,0,13
95900,1088,2,1,18,0,2,0,0,45
86000,1759,2,2,18,0,2,1,0,43
149900,1310,2,2,1,1,2,0,0,0
94900,1088,2,1,18,0,2,0,0,17
59500,1160,2,2,18,0,2,1,0,345
94900,1088,2,1,18,0,2,0,0,34
87000,1059,2,2,18,1,2,1,0,20
95900,1088,2,1,18,0,2,0,0,19
95900,1088,2,1,18,0,2,0,0,47
95900,1088,2,1,18,0,2,0,0,30
110000,1120,2,1,18,0,2,0,1,7
95900,1088,2,1,18,0,2,0,0,481
55000,1130,2,2,25,0,2,0,0,34
95900,1088,2,1,18,0,2,0,0,2
95900,1088,2,1,18,0,2,0,0,53
95900,1088,2,1,18,0,2,0,0,32
96300,1558,2,1,18,0,2,1,0,148
74900,1734,2,2,18,0,2,1,0,10
95900,1088,2,1,18,0,2,0,0,31
139900,2000,3,2,1,0,2,1,1,333
94900,1088,2,1,18,0,2,0,0,10
147000,2040,3,2,25,0,2,0,0,19
92000,1565,2,1,13,0,2,1,0,44
94900,1088,2,1,18,0,2,0,0,24
64500,1243,2,2,25,0,2,1,0,20
94900,1088,2,1,18,0,2,0,0,11
95900,1088,2,1,18,0,2,0,0,6
60150,1210,2,2,18,0,2,1,0,216
249900,2788,3,2,1,0,2,1,0,0
101500,1910,2,2,25,0,2,0,0,77
95900,1088,2,1,18,0,2,0,0,79
94900,1088,2,1,18,0,2,0,0,14
94900,1088,2,1,18,0,2,0,0,29
102000,1172,2,2,18,0,2,1,0,28
149900,1408,2,2,2,1,2,0,0,0
95900,1088,2,1,18,0,2,0,0,43
95900,1088,2,1,18,0,2,0,0,19
95900,1088,2,1,18,0,2,0,0,3
95900,1088,2,1,18,0,2,0,0,51
142000,2060,3,2,18,0,2,1,0,56
210000,2437,3,2,8,1,2,1,0,10
95900,1088,2,1,18,0,2,0,0,45
94900,1088,2,1,18,0,2,0,0,15
82500,1656,2,2,25,0,2,1,0,6
100000,1241,2,2,25,0,2,1,0,94
95900,1088,2,1,18,0,2,0,0,22
97900,1088,2,1,18,0,2,0,0,17
95900,1088,2,1,18,0,2,0,0,34
164900,1600,3,3,2,1,2,0,0,5
94900,1088,2,1,18,0,2,0,0,14
56000,1495,2,2,25,0,2,1,0,14
127000,1291,2,2,8,1,2,1,0,26
80500,1618,2,2,18,0,2,1,0,74
95900,1088,2,1,18,0,2,0,0,17
140000,1976,2,2,2,0,2,1,1,27
95900,1088,2,1,18,0,2,0,0,6
95900,1088,2,1,18,0,2,0,0,20
95900,1088,2,1,18,0,2,0,0,26
735000,5582,4,3,13,0,4,1,0,187
75000,915,3,1,25,1,4,0,0,134
205900,3577,4,2,25,1,4,1,0,21
369900,4834,4,4,1,0,4,1,0,400
75000,915,3,1,25,1,4,0,0,291
99000,1200,3,2,25,0,4,0,0,107
73000,915,3,1,25,1,4,0,0,120
610000,4935,3,3,8,1,4,1,1,99
169900,1943,2,2,1,0,4,1,0,402
160000,2480,3,2,13,0,4,1,0,40
442500,4925,4,2,25,1,4,1,0,15
154950,2579,3,2,1,0,7,1,0,223
299900,2982,3,3,2,0,7,1,0,7
167000,2329,4,2,2,0,7,1,0,23
290000,3125,4,2,8,0,7,1,0,153
135900,2137,3,2,1,0,7,1,0,129
1575000,7897,4,4,1,1,7,1,1,7
229900,2706,3,2,2,0,7,1,0,82
248840,2820,4,3,1,0,7,1,0,365
225000,2450,3,2,8,0,7,1,0,80
170650,2536,3,2,1,0,7,1,1,137
205500,2947,4,3,1,0,7,0,1,60
222198,2394,4,2,1,0,7,1,0,324
380000,4327,5,3,5,0,7,1,0,71
249900,2949,4,3,2,0,7,1,1,27
134000,2428,3,2,2,0,7,1,0,117
250000,3057,4,3,5,0,7,1,1,0
479900,4281,4,3,1,0,7,1,0,121
152000,2304,3,2,1,0,7,1,0,274
430000,4625,5,3,5,0,7,1,0,11
236500,3465,4,3,8,0,7,1,0,15
280544,3405,5,3,1,0,7,0,0,131
187900,2768,4,2,1,0,7,1,0,221
1580000,7640,5,4,13,0,7,1,1,20
239900,3538,4,3,8,0,7,1,0,115
239900,3400,4,2,8,0,7,1,0,64
140700,2205,3,2,1,0,7,1,0,257
875000,5390,4,4,2,0,7,1,0,155
140000,2099,3,2,8,0,7,1,0,31
182700,2527,3,2,1,0,7,1,0,90
257000,3415,4,3,2,0,7,1,0,16
330000,3648,3,3,13,0,7,1,0,164
106000,1557,3,2,8,0,7,1,0,61
267300,3481,4,2,2,0,7,1,0,60
203900,2887,3,2,8,0,7,1,0,137
369250,4075,4,3,1,0,7,1,1,137
169900,2667,3,2,1,0,7,1,1,108
